observations,WM-hypointensities
0,0.03535664544994008
1,-1.105300505194703
2,0.4524637092679198
3,0.5741196444381901
4,-0.9243378156388503
5,-1.224948902363027
6,3.632679137497351
7,-1.6693389835802848
8,-0.48692353701923974
9,0.18538889617650084
10,-0.47080693426980746
11,0.5310578565800702
12,-1.4022641704888643
13,-0.8441666143522376
14,-0.4108393231522405
15,-0.49769904861260017
16,5.3911995096288825
17,-0.06257592170602459
18,-0.027810732828780882
19,-0.4458057247659177
20,2.3592546912619574
21,-0.9903601842801197
22,-0.19442764969022927
23,-0.28309339419258805
24,0.45150365693581596
25,1.3611331241846347
26,-1.0005255536118265
27,-0.09318966832295854
28,-0.3398399464979309
29,-0.93754333004938
30,-0.4288315153625676
31,-0.3868296639653554
32,-2.143379493409805
33,-1.0906279294325962
34,-0.4864533390003433
35,-0.32135010521355184
36,-0.5380893934454212
37,-0.5733635669769136
38,-0.7077211309691167
39,0.08764333906162493
40,0.14671808687017332
41,-1.5890935169622205
42,-1.349645546959193
43,-1.0965185480911188
44,2.1838779680707088
45,-0.23075256443203068
46,1.1457217347392616
47,2.089265537662824
48,-0.8699886670927005
49,4.486686612632567
50,-1.2759110504268472
51,0.10247688940440586
52,-0.5698505556859782
53,-0.14109327379212147
54,0.07388610165713719
55,2.3888852506087055
56,-1.4242905505867087
57,-0.1998259566966091
58,0.32399569976786413
59,0.23755021548693883
60,0.8920781501592149
61,-0.1762949501643873
62,0.046856424304458556
63,0.20269451752768589
64,-0.35104292494433714
65,0.6681382440177616
66,-0.19577824016969475
67,-0.6762817958451728
68,2.075927742625881
69,0.013928825049537017
70,-0.683295567300445
71,-0.49108009365563576
72,-1.030791775487028
73,1.0035928025160534
74,0.6184191578299671
75,-0.8889717066008337
76,0.7200551080713151
77,-0.25396725185880414
78,-0.0434613456910536
79,-0.413075651147311
80,4.270718973306769
81,-1.3349228541678864
82,-0.5667418682641878
83,-0.40955453334203606
84,0.5668874444705304
85,2.2034598842980104
86,-1.3403470041436278
87,-0.18831366785404097
88,0.14108408695546112
89,-0.6364258524849368
90,5.290878606723848
91,-0.40448796149434735
92,-0.6282336001851744
93,0.15826814629777894
94,-0.8031101388636254
95,0.37265121676767893
96,-0.8971746012102639
97,-0.36322512994165823
98,-0.627019234535521
99,-0.9221708702993301
100,-0.12042984531309425
101,0.978347964059151
102,-0.651351679667719
103,0.08124793300989057
104,-1.7184004598107046
105,-0.08456920546639435
106,-0.6264033705013613
107,0.229880976194951
108,-0.7418154918179642
109,-0.688198318029248
110,2.4215068859640754
111,-0.7046172542766953
112,0.22126051333838578
113,0.008481084779472238
114,-1.499282455621955
115,0.5512046993471185
116,-0.8060958247440352
117,-0.9286281916990275
118,-0.8650250785572132
119,0.07280263368962624
120,0.032075020520229265
121,-0.9132883948162381
122,-0.7218987221765057
123,-0.29019200120845307
124,1.4213443458527784
125,0.41690791793111515
126,-0.6514442272760581
127,0.38737827186561846
128,0.9769361611641372
129,0.5269926343235519
130,0.3402468492066972
131,0.6004552048108409
132,-0.5878427720090219
133,-1.069066759590178
134,-0.7283349408479326
135,0.23955107755040675
136,-0.30813053482993485
137,1.3404691987185164
138,0.3474507605632641
139,0.4617808660782755
140,-0.8045652096805658
141,0.7453025088963726
142,-0.09986951523475898
143,-0.7422597250531757
144,1.6213595798650628
145,-0.9152543007606305
146,0.9802832612511013
147,-0.1874156103991002
148,-0.0864010149801396
149,0.6681159714587173
150,0.3653241232454986
151,0.18420732177798652
152,0.2813794264774168
153,-1.3208607859531416
154,1.858082849134869
155,-0.028004334629720254
156,0.43375748235212874
157,1.217297029862925
158,-1.0565394869969127
159,-0.47517455341403214
160,-0.43876259647851296
161,0.8447637302783908
162,0.09814484725396407
163,0.7509277508964224
164,-0.03633339578033281
165,1.6177470928930036
166,-0.6762798507770678
167,-0.07891886990688905
168,1.7526755542853414
169,-1.1852329273497302
170,0.3803511798506088
171,-0.14929428524015984
172,-0.17265011202630293
173,0.7800189456811868
174,-0.04178792278095156
175,-0.47614992913385246
176,1.293144049112627
177,-0.8223956427293317
178,-0.062173080089726995
179,1.8605374919270292
180,1.2317850988693773
181,-1.0214440555319475
182,0.05129176430206228
183,-2.084061496749993
184,-1.065318121643522
185,0.2135005291091023
186,-0.5349372915456525
187,-0.8645015377439345
188,1.1635043475062206
189,-0.1940296791966529
190,-0.25744108182959263
191,0.4306548460606425
192,-0.5646308496230468
193,-0.03282943994627809
194,-0.029563317539825627
195,0.04193683507597683
196,-0.9060886609339236
197,-0.3586229923534353
198,-1.5366483351622984
199,-0.29731503583553814
200,0.3035949416797571
201,1.9624065603783034
202,-0.3928642025483882
203,-1.3758312287988883
204,-0.614884757228756
205,0.6073588821058473
206,-0.7133302212593952
207,-0.1883580241401537
208,-0.6366369356246845
209,-0.38471893051346845
210,0.7840893531158486
211,-0.9403404477199521
212,0.08076061639202294
213,-1.0618108508911654
214,-0.07191007427082836
215,0.9245730450194436
216,-0.20066266752332051
217,-1.1393955181675475
218,-0.5910381438093169
219,1.2709308979538088
220,1.015276549688121
221,-0.22323211830636847
222,-0.9275680561456688
223,0.3385402052113683
224,-0.3682618803849296
225,-1.8163924074516895
226,0.23720394457797803
227,-0.8256721076557105
228,1.0699223682705252
229,-0.8538264840431227
230,0.96668578547619
231,0.7375318590489284
232,-0.30623510614566984
233,0.8083799147346414
234,-1.5882010314525383
235,-1.1162376245897343
236,-0.2963657263821898
237,0.3571383722534026
238,-0.22536487813684092
239,-0.2107594410100578
240,-0.4307695377597513
241,-1.0042862077221808
242,-0.5578356878584734
243,0.3188665107378909
244,-1.222591352421271
245,0.7018863202076098
246,0.696963674960405
247,1.7896966357799722
248,1.3875860396029729
249,0.3089473509426956
250,-1.7030634006141627
251,-0.8762342158843858
252,1.6540160974186933
253,-0.36194673078832307
254,-0.5689650827619912
255,0.18116928807315677
256,0.5220353425990009
257,0.23746077998760848
258,-0.2870301880061443
259,-0.2828984302757744
260,0.6893920907690122
261,-1.4267077983471523
262,0.4646085510260369
263,-0.7243752289119478
264,-0.8726700512653921
265,-1.5922492647314996
266,-0.5670994379793739
267,-0.6666422237772763
268,-0.8034097391749329
269,-0.04466743087323695
270,0.03824443961079917
271,-2.0038853713518487
272,0.2853058778804762
273,0.06725745949992626
274,-0.10980360835341481
275,-0.1024699722401831
